x z velocity
5.21 2037.73 224.55
2.71 2036.98 425.43
4.68 2036.52 830.05
20.00 2038.38 293.02
26.89 2039.08 306.45
27.24 2038.32 502.62
21.93 2037.38 735.65
20.50 2039.62 164.41
35.03 2039.55 153.76
36.91 2039.67 143.47
37.53 2039.58 189.43
36.63 2039.08 220.65
37.61 2038.88 273.12
29.56 2038.58 357.47
19.59 2038.80 185.21
23.47 2039.00 249.49
25.01 2037.94 580.98
34.28 2039.27 215.26
34.64 2038.86 307.42
36.98 2039.29 222.21
37.91 2039.55 190.24
23.04 2039.74 141.38
18.18 2037.92 480.56
18.75 2039.12 132.11
32.63 2037.89 435.20
24.39 2039.90 124.06
23.13 2039.19 233.42
7.68 2037.55 346.21
11.67 2036.73 805.43
24.82 2039.59 177.60
32.82 2038.84 352.78
20.70 2038.29 340.56
16.62 2037.67 471.31
26.42 2038.54 453.46
27.29 2038.82 315.93
8.31 2037.08 656.32
25.45 2038.90 368.62
31.82 2038.19 447.98
30.33 2038.84 358.18
23.58 2038.55 477.36
31.17 2038.36 461.07
12.88 2038.14 234.44
11.00 2037.61 372.71
16.14 2038.95 148.94
27.48 2039.46 240.38
44.16 2040.08 192.35
46.93 2038.72 415.31
4.03 2037.26 367.43
5.59 2037.08 448.88
45.83 2039.90 203.81
44.80 2039.69 223.56
5.18 2037.29 418.54
6.99 2037.09 724.29
14.22 2038.20 222.31
21.13 2039.33 180.16
38.83 2039.31 252.89
43.64 2039.61 269.29
32.39 2038.76 347.22
40.00 2039.59 205.46
36.29 2039.39 182.15
38.03 2039.11 273.40
24.02 2038.45 476.59
33.12 2038.54 401.73
4.42 2037.38 380.31
7.44 2036.75 734.14
13.20 2038.02 234.54
27.61 2039.08 299.69
33.56 2038.68 412.52
31.97 2037.29 658.34
38.12 2037.97 433.19
39.61 2038.71 367.81
0.37 2035.78 1573.93
0.18 2036.58 1449.07
2.12 2036.61 741.10
39.33 2039.21 254.95
40.38 2039.28 224.06
3.80 2036.82 523.16
3.03 2036.67 519.12
28.01 2039.07 302.37
31.69 2037.73 598.69
32.15 2039.13 296.13
33.60 2039.09 217.09
25.95 2039.82 185.46
26.81 2039.83 195.08
29.34 2035.88 969.17
37.12 2037.33 571.91
22.17 2038.80 288.04
30.17 2037.64 517.97
29.95 2038.87 352.30
31.77 2036.16 943.13
12.32 2037.61 387.72
30.57 2038.09 516.61
21.14 2038.14 349.61
26.29 2039.52 209.29
42.21 2039.34 304.78
46.12 2039.54 263.15
3.39 2036.88 511.42
2.31 2036.16 1175.90
44.57 2039.12 339.08
46.07 2038.86 388.14
22.61 2038.74 292.09
25.82 2039.42 211.94
4.77 2037.08 416.64
5.20 2036.14 836.19
24.85 2039.06 271.57
16.88 2037.23 659.06
21.53 2039.71 166.42
25.57 2039.74 181.15
0.54 2034.92 1713.99
0.67 2036.24 1402.29
30.93 2039.31 313.00
35.92 2038.40 374.90
21.84 2039.51 172.95
31.52 2038.49 441.99
11.38 2037.33 408.37
28.83 2038.98 331.06
25.98 2037.65 696.77
16.10 2038.24 218.43
33.06 2038.04 434.45
14.93 2038.28 219.28
35.10 2039.08 282.35
35.58 2038.95 269.36
8.78 2036.63 725.00
25.05 2037.35 804.85
10.25 2037.32 390.76
10.60 2037.57 373.23
6.45 2037.78 286.26
6.53 2036.98 747.14
21.56 2039.17 189.17
17.65 2037.77 478.85
38.61 2038.29 445.32
41.19 2039.46 235.26
39.25 2038.15 452.65
43.27 2038.73 351.38
0.22 2035.37 1660.87
1.47 2035.91 1273.70
2.86 2036.18 1177.15
3.21 2034.25 1381.92
26.72 2038.17 509.54
31.12 2037.14 596.97
16.88 2038.10 386.50
31.11 2038.98 327.63
29.99 2039.60 239.65
18.84 2039.43 113.95
41.65 2039.07 303.04
40.68 2038.26 461.96
9.99 2036.78 722.61
3.08 2029.12 2301.20
1.09 2035.63 1394.60
1.98 2035.75 1264.84
15.45 2037.78 466.78
15.85 2037.58 471.39
15.32 2038.12 222.47
24.84 2039.79 160.37
20.21 2038.73 243.56
40.24 2038.77 374.78
5.70 2036.49 836.60
9.33 2036.94 707.68
14.80 2037.42 535.42
30.49 2037.02 582.63
0.74 2033.80 2049.76
6.64 2035.87 1121.92
19.12 2038.91 173.48
20.17 2039.23 173.74
31.23 2037.67 576.82
33.00 2036.75 772.22
0.72 2035.87 1517.12
1.06 2035.09 1665.60
32.48 2037.33 667.18
26.53 2038.96 309.18
20.37 2039.29 176.60
30.54 2039.28 326.46
30.57 2038.54 422.89
25.03 2040.01 144.59
29.22 2038.90 313.36
32.25 2038.30 438.64
21.37 2039.38 181.10
25.23 2038.62 435.46
24.29 2038.73 425.49
33.86 2038.24 430.76
6.26 2036.41 846.74
13.02 2036.64 880.66
25.60 2037.16 770.55
34.90 2037.62 545.40
27.93 2039.74 215.99
28.40 2038.73 335.99
31.61 2036.86 629.98
38.37 2035.38 1038.58
37.57 2038.40 404.03
26.68 2040.10 181.06
42.08 2037.74 512.16
42.76 2039.22 318.32
39.60 2037.58 564.30
47.39 2037.98 636.63
5.09 2035.40 1097.98
31.01 2038.00 524.93
2.14 2035.08 1310.13
11.28 2035.69 1118.61
32.64 2036.01 962.67
29.57 2037.91 522.25
33.54 2037.79 443.68
21.92 2038.43 336.92
22.71 2038.23 551.18
12.38 2036.96 837.06
22.36 2036.78 935.07
15.26 2037.36 529.69
15.66 2037.16 548.74
24.52 2037.11 870.57
22.24 2037.99 551.85
21.27 2037.45 722.37
23.19 2036.92 946.73
5.67 2034.86 1178.28
13.64 2037.16 734.27
41.48 2038.41 452.92
46.69 2034.96 874.17
24.08 2037.58 742.78
28.65 2036.62 946.53
27.48 2037.25 797.26
27.67 2037.88 541.94
7.94 2035.56 1301.74
15.54 2035.96 942.85
27.84 2036.52 968.31
26.52 2037.65 695.28
20.77 2037.15 709.79
24.35 2036.53 1194.98
1.51 2033.94 2067.55
3.86 2035.75 1096.54
36.56 2038.53 382.89
37.03 2038.15 404.76
4.11 2036.37 856.68
3.20 2035.66 1115.40
19.74 2036.74 839.58
20.23 2037.62 660.75
28.30 2038.09 541.50
28.92 2037.56 552.18
26.61 2036.53 1014.76
25.91 2036.50 1033.06
23.45 2037.54 736.84
23.64 2036.39 1166.48
22.19 2036.00 1354.98
24.72 2035.87 1488.48
17.48 2037.26 655.65
23.50 2035.68 1477.36
4.06 2034.36 1364.83
7.37 2036.10 1165.48
16.66 2036.56 792.36
17.87 2036.67 784.01
24.17 2035.30 1526.85
30.30 2036.20 938.84
19.22 2037.74 592.43
17.35 2036.13 806.87
19.70 2037.39 635.78
25.49 2035.82 1504.04
14.39 2036.91 708.51
20.49 2036.57 848.45
22.64 2034.58 1787.42
31.09 2035.62 957.71
15.70 2035.01 1475.80
21.78 2034.56 1780.50
45.23 2038.54 363.83
43.82 2037.18 530.78
0.32 2034.38 1920.94
0.41 2032.92 2067.18
1.61 2034.69 1477.92
2.86 2033.49 1878.18
2.03 2033.36 1971.72
40.41 2037.62 569.09
42.21 2035.94 825.21
26.24 2030.62 2138.25
37.89 2037.21 558.14
9.58 2035.08 1227.07
14.65 2036.17 980.84
34.41 2036.83 689.06
33.62 2037.05 754.71
2.81 2034.97 1279.13
4.33 2035.16 1112.44
26.85 2037.18 792.72
27.25 2036.01 1166.12
18.50 2036.77 824.06
20.73 2035.83 1293.16
17.56 2035.16 1447.30
23.34 2033.98 1877.41
34.91 2035.79 960.78
35.68 2037.69 524.09
13.21 2035.58 1322.40
20.06 2035.21 1361.30
33.02 2035.08 1046.54
40.37 2035.48 1028.54
25.97 2034.84 1609.28
27.03 2035.00 1571.29
19.11 2036.35 868.48
19.20 2035.57 1366.23
34.24 2034.84 1008.52
36.41 2036.99 633.03
18.54 2034.85 1469.67
19.15 2033.88 1893.17
6.98 2034.58 1360.27
8.69 2035.83 1258.01
1.81 2032.42 2069.49
4.26 2032.62 1836.96
14.09 2035.36 1292.28
12.18 2034.86 1315.12
20.15 2034.21 1891.33
6.44 2035.12 1207.57
8.20 2034.10 1674.50
4.62 2033.68 1429.33
