x z velocity
4.91 2024.96 2097.19
3.41 2023.33 2096.91
9.75 2031.93 1996.27
8.06 2030.63 2021.37
7.46 2026.90 2110.75
13.54 2022.63 2116.56
12.71 2030.51 2473.52
10.50 2031.02 2407.79
10.53 2028.01 2151.68
14.60 2028.10 2240.86
12.36 2026.96 2169.02
12.99 2025.68 2146.94
47.22 2031.49 1490.28
17.67 2025.36 2131.01
41.31 2028.96 1955.33
5.67 2026.56 2093.77
4.88 2025.95 2088.25
3.79 2026.39 2084.62
6.60 2026.30 2099.58
7.42 2028.02 2094.77
10.43 2025.23 2128.63
6.13 2023.27 2104.44
9.28 2026.77 2130.89
8.41 2026.38 2121.50
11.13 2027.07 2163.53
9.11 2024.61 2121.96
10.31 2026.31 2140.23
10.50 2022.54 2113.92
9.02 2023.30 2111.52
3.02 2025.55 2083.76
17.07 2024.40 2129.17
19.12 2026.88 2148.32
21.60 2025.15 2105.08
19.05 2025.53 2126.81
20.39 2023.29 2102.51
19.25 2022.61 2109.25
22.83 2023.74 2088.26
30.80 2026.93 2048.71
24.01 2026.69 2071.20
29.69 2030.85 1925.78
30.79 2031.63 1844.59
26.98 2029.07 1968.61
24.82 2027.90 2026.37
28.58 2027.08 2042.21
35.84 2028.13 2104.15
33.28 2023.10 2030.25
33.26 2028.34 2111.66
32.00 2026.21 2051.38
31.76 2022.45 2033.12
35.55 2027.00 2054.21
30.99 2023.58 2043.41
32.08 2024.86 2039.25
34.51 2022.49 2023.60
38.03 2024.88 2017.26
33.37 2024.38 2036.16
45.28 2026.86 1920.56
36.61 2026.39 2047.64
34.47 2025.08 2032.75
35.85 2023.21 2017.25
21.95 2032.12 2310.98
20.86 2032.91 2445.23
22.67 2028.99 2061.62
22.73 2027.24 2082.82
27.58 2023.59 2059.32
28.38 2028.64 1987.47
29.35 2025.03 2049.57
26.59 2026.34 2046.19
26.06 2027.72 2019.84
25.43 2022.61 2072.92
28.15 2024.94 2050.12
25.89 2025.22 2060.88
24.12 2023.83 2080.88
28.56 2022.55 2051.99
29.78 2023.68 2046.47
29.68 2026.33 2046.03
27.71 2026.12 2045.67
12.04 2023.33 2116.37
16.44 2022.40 2114.57
6.98 2025.23 2110.82
0.80 2023.99 2090.75
7.52 2022.60 2108.15
20.16 2024.69 2112.68
22.14 2022.52 2100.09
37.47 2027.10 2041.42
38.45 2023.48 2001.89
37.34 2022.55 2012.19
40.03 2029.63 2008.34
38.90 2025.76 2006.11
39.00 2028.77 2071.28
40.68 2022.41 1988.06
40.72 2026.49 1976.93
38.52 2026.86 2034.17
40.18 2025.64 2001.72
40.64 2024.62 1984.73
39.35 2027.64 2014.66
47.42 2026.06 1931.50
44.91 2029.91 1756.23
44.01 2027.49 1929.83
44.21 2031.13 1704.15
11.88 2024.71 2132.40
14.97 2023.19 2116.78
17.69 2023.17 2111.69
15.36 2024.42 2130.05
39.79 2023.34 1998.28
42.09 2023.08 1983.88
40.27 2027.39 2004.73
43.42 2022.50 1979.73
41.66 2026.96 1969.16
42.46 2029.52 1901.93
43.85 2028.84 1861.53
42.71 2026.57 1957.08
47.15 2028.70 1801.81
41.94 2024.36 1980.63
46.26 2022.57 1971.91
44.67 2023.24 1973.60
42.97 2025.18 1967.39
46.57 2027.33 1911.80
44.38 2024.63 1962.63
45.39 2025.39 1950.83
47.26 2023.51 1966.96
46.68 2024.93 1948.41
14.73 2031.97 2819.18
15.20 2029.39 2381.40
35.26 2029.01 2164.47
37.06 2028.15 2099.76
37.85 2032.86 1434.54
39.73 2030.94 2214.87
