x z velocity
31.23 2034.38 1706.65
6.88 2030.62 1996.71
14.04 2033.24 2605.78
26.73 2031.85 1775.74
44.82 2032.32 1370.71
26.45 2023.65 2062.23
36.67 2033.73 1325.95
11.64 2032.85 1916.23
8.12 2025.30 2112.90
20.63 2033.81 1944.61
24.61 2030.44 1731.43
4.61 2022.51 2101.61
25.43 2032.73 1845.72
42.49 2033.10 1283.57
46.37 2029.97 1743.06
43.84 2033.40 1258.88
6.28 2031.77 1802.60
0.86 2026.86 2046.85
16.99 2030.87 2580.42
0.70 2029.00 1970.20
34.47 2032.36 1643.33
37.01 2035.23 992.47
18.24 2033.15 2728.63
21.43 2029.84 2138.34
3.99 2027.50 2050.30
10.15 2029.94 2182.44
31.95 2031.51 1887.06
42.00 2031.77 1798.90
40.32 2033.10 1414.64
41.21 2027.85 1992.71
14.13 2030.70 2492.58
21.61 2026.58 2108.00
12.56 2033.68 2461.70
11.76 2031.43 2478.37
8.82 2029.67 2154.06
15.43 2026.84 2171.97
4.73 2030.30 1927.33
3.77 2024.54 2094.53
6.17 2028.49 2075.13
5.28 2027.64 2055.58
12.26 2029.17 2249.25
5.95 2029.65 1958.04
8.52 2028.51 2114.19
9.43 2027.79 2142.05
10.95 2029.01 2232.80
35.26 2033.54 1371.62
35.83 2030.37 2336.66
34.16 2029.09 2157.85
36.78 2025.27 2021.90
30.11 2032.63 1711.31
34.80 2031.11 2430.65
24.56 2025.40 2063.27
33.78 2030.26 2238.57
30.94 2028.60 2057.94
32.11 2029.12 2087.29
29.61 2029.55 2016.48
33.30 2027.09 2055.79
34.48 2026.44 2053.82
35.72 2024.52 2027.80
41.46 2033.83 1245.36
1.66 2025.68 2082.14
39.19 2033.63 1335.42
40.65 2031.84 1844.50
42.76 2030.88 1726.14
37.76 2029.05 2093.13
46.36 2032.63 1365.11
16.85 2033.15 2781.78
18.42 2030.81 2567.14
18.86 2029.56 2268.48
21.30 2031.12 2267.93
17.66 2028.74 2309.19
20.25 2027.47 2131.47
16.55 2029.59 2376.22
16.85 2026.68 2168.19
13.07 2028.07 2235.75
14.54 2025.53 2147.81
17.79 2027.57 2163.87
24.01 2029.30 2014.05
1.80 2022.66 2095.53
6.08 2024.51 2101.62
