x z velocity
129.28 2034.88 152.53
132.26 2034.45 129.54
128.19 2034.52 181.52
129.63 2035.35 128.88
125.68 2035.60 185.53
125.94 2035.02 191.14
41.37 2038.80 175.79
42.43 2038.00 229.83
39.37 2037.95 214.35
46.56 2038.35 254.89
47.35 2038.77 249.64
47.52 2038.37 280.81
54.56 2038.01 351.04
54.00 2038.89 291.89
51.02 2039.02 275.43
51.32 2038.35 289.69
49.25 2038.68 277.94
49.29 2038.19 328.94
45.88 2037.88 245.81
63.60 2036.77 369.08
33.31 2039.27 142.10
34.45 2038.18 338.49
30.97 2038.72 258.78
40.60 2038.39 209.78
38.04 2038.87 107.55
38.27 2038.43 212.54
40.43 2037.57 270.57
39.10 2038.41 196.10
66.60 2036.60 390.78
67.21 2036.99 343.29
66.84 2036.98 349.87
67.85 2037.08 323.44
64.77 2036.98 378.88
19.57 2036.14 1158.94
63.28 2038.03 254.58
64.19 2037.10 368.33
55.21 2036.75 413.26
62.47 2037.31 487.91
60.01 2038.39 855.66
60.20 2037.96 1169.28
73.20 2034.78 523.45
75.25 2034.39 737.98
65.64 2036.25 464.76
71.59 2034.92 428.11
69.64 2037.01 313.60
69.08 2036.12 320.20
53.43 2038.83 307.57
53.45 2038.08 319.95
51.73 2038.24 301.27
47.76 2037.32 350.50
17.02 2040.91 172.14
17.28 2040.43 183.76
21.00 2040.69 138.37
21.94 2040.01 153.33
26.13 2037.80 600.05
25.58 2039.79 128.02
19.28 2040.43 174.58
19.37 2039.96 213.25
20.82 2040.03 174.40
21.95 2040.43 112.25
15.34 2040.65 152.40
15.47 2040.20 188.30
13.40 2040.73 115.38
13.65 2040.30 148.89
8.98 2041.30 138.37
30.64 2039.73 195.02
26.28 2039.26 241.64
14.44 2040.28 154.38
99.82 2033.95 337.43
102.97 2033.95 329.41
105.81 2033.43 345.51
131.68 2035.13 105.13
3.28 2041.74 187.76
131.91 2034.58 126.95
115.50 2034.33 225.88
116.07 2034.78 215.26
112.79 2034.41 187.49
113.11 2033.97 215.05
108.55 2033.79 157.51
117.56 2033.84 241.91
98.70 2034.91 285.12
98.90 2034.54 306.53
95.81 2034.13 203.21
93.21 2034.35 245.20
94.06 2034.88 257.73
95.22 2034.11 215.92
91.11 2033.10 342.64
94.76 2033.65 298.54
79.16 2033.78 579.19
84.07 2031.43 149.53
81.69 2032.45 389.22
72.61 2035.63 389.13
78.31 2035.44 370.79
92.14 2033.76 310.98
73.65 2036.04 341.08
78.46 2034.80 280.54
121.27 2035.27 229.10
121.13 2034.80 241.50
124.05 2034.91 207.39
124.68 2035.27 194.70
116.76 2034.89 219.99
117.98 2034.31 235.66
115.94 2034.31 225.80
131.48 2033.70 244.17
132.42 2034.02 209.31
131.96 2034.94 107.16
127.01 2034.69 181.74
135.88 2033.06 216.69
128.93 2034.84 154.77
129.90 2035.04 114.47
125.37 2035.28 190.70
126.23 2034.69 186.01
122.35 2034.61 235.81
126.03 2034.32 219.26
41.56 2038.46 199.22
41.37 2037.96 242.00
41.97 2036.78 503.67
53.70 2037.61 359.37
50.68 2038.71 261.12
50.89 2038.23 279.86
33.47 2038.80 198.44
33.21 2038.40 285.65
34.31 2036.74 1035.93
41.89 2037.60 248.40
84.64 2034.65 3999.95
69.89 2036.73 312.94
61.82 2036.78 613.78
67.56 2036.77 333.18
63.40 2037.67 360.23
63.13 2037.19 447.46
59.14 2037.97 415.69
59.98 2037.51 770.29
82.33 2034.31 4000.00
70.46 2034.86 422.31
72.61 2036.12 346.12
74.61 2035.33 494.49
69.30 2036.85 313.59
67.51 2036.20 348.83
77.62 2035.44 555.51
