x z velocity
30.44 2037.83 1145.70
54.18 2029.86 935.03
75.78 2032.41 751.70
49.39 2034.53 791.77
86.30 2032.86 502.40
130.24 2033.86 195.87
132.07 2033.59 216.64
4.45 2040.41 310.12
5.05 2040.40 304.66
6.82 2038.77 601.42
13.83 2038.72 410.44
0.77 2040.24 415.98
2.58 2038.96 651.36
12.39 2038.42 426.91
12.37 2039.22 207.99
10.94 2038.72 454.09
18.83 2038.58 400.96
90.08 2031.51 728.25
87.99 2034.75 289.11
77.13 2034.57 592.73
73.95 2034.81 552.25
104.98 2033.15 357.36
113.15 2032.34 354.52
107.03 2032.10 512.04
108.48 2032.16 565.49
109.35 2033.36 216.99
112.18 2032.83 310.99
108.33 2032.96 242.05
114.90 2033.78 267.85
46.32 2036.97 853.61
50.60 2037.67 710.23
44.94 2037.37 670.66
57.43 2036.45 1976.87
30.16 2038.43 499.62
31.06 2037.83 1148.51
37.95 2037.93 496.93
32.76 2037.35 1825.66
74.22 2035.38 526.18
65.65 2033.22 1145.18
58.29 2037.66 948.96
58.51 2037.12 1696.63
52.57 2037.67 804.97
53.45 2037.05 870.02
22.76 2038.64 275.42
29.84 2037.27 1321.15
19.31 2039.43 290.89
20.92 2035.12 1730.67
78.61 2034.11 672.30
64.12 2034.32 1290.29
98.68 2034.07 421.15
97.59 2033.51 441.56
49.35 2037.13 824.48
54.30 2037.57 936.42
45.44 2036.70 910.90
54.49 2036.90 1037.59
68.05 2033.81 829.32
78.45 2034.85 471.64
107.86 2033.35 226.10
105.08 2032.39 549.63
103.62 2032.66 540.42
111.44 2031.95 439.58
32.21 2038.10 443.80
33.40 2038.14 497.51
78.91 2031.45 709.27
78.52 2032.66 800.79
51.91 2036.57 988.72
53.93 2036.56 982.06
17.76 2039.64 298.54
18.47 2039.02 363.80
14.60 2038.83 426.91
15.65 2037.08 1154.41
17.40 2038.57 408.95
17.73 2037.75 826.39
85.20 2030.43 494.86
91.61 2032.07 591.77
116.05 2033.16 286.58
121.28 2033.86 312.48
125.54 2034.47 270.66
125.57 2033.38 313.57
28.38 2038.63 775.35
29.26 2037.69 1144.99
73.31 2034.88 545.71
84.37 2032.36 504.84
130.49 2033.16 284.15
131.17 2033.13 279.69
3.22 2039.79 469.08
5.48 2039.88 312.20
4.44 2038.88 593.71
4.02 2039.70 456.25
31.59 2037.26 1867.86
32.99 2037.89 512.91
83.96 2030.75 499.94
89.28 2031.06 762.74
74.64 2035.43 526.20
87.14 2031.00 669.53
47.22 2036.73 811.50
33.14 2035.89 1596.63
118.67 2033.09 315.47
122.94 2033.58 315.65
124.17 2033.63 312.97
130.60 2031.65 520.81
25.08 2038.42 474.97
52.04 2032.61 1009.69
72.33 2035.49 459.35
55.57 2035.69 1627.02
68.08 2035.88 674.64
79.33 2033.30 934.55
128.19 2033.28 310.86
133.38 2033.38 233.04
80.14 2031.40 681.67
87.79 2029.63 880.79
64.41 2035.78 1461.33
63.28 2032.55 1169.19
52.54 2036.48 992.07
61.80 2036.85 785.32
22.29 2037.01 1175.01
27.87 2037.36 961.61
29.63 2035.42 1669.61
37.99 2036.58 986.28
130.04 2032.37 454.10
133.13 2031.73 470.02
84.09 2028.55 800.31
80.12 2033.22 998.53
63.12 2034.51 1289.42
93.49 2030.65 867.60
64.69 2035.00 1205.56
66.85 2034.68 976.15
68.01 2032.67 980.69
91.02 2031.23 719.95
36.12 2037.82 865.51
33.29 2036.85 1891.85
96.94 2033.83 437.26
98.98 2032.77 547.14
138.95 2032.19 271.14
138.21 2032.18 273.42
16.15 2039.02 387.53
17.96 2039.06 374.28
26.51 2038.30 592.93
28.63 2037.75 1096.08
110.35 2032.73 352.04
121.68 2032.84 395.24
110.80 2031.90 458.39
112.50 2032.32 355.44
39.45 2036.55 873.29
53.70 2035.75 1311.08
60.06 2036.46 1316.13
59.25 2035.38 1357.32
58.27 2036.43 1865.65
59.36 2036.57 1390.78
106.90 2032.82 343.25
116.87 2032.55 317.79
104.29 2031.99 566.97
100.90 2032.36 615.35
51.95 2037.74 794.61
50.95 2037.13 802.78
61.22 2033.83 1235.26
14.34 2034.79 1657.48
11.52 2038.02 427.71
15.35 2033.63 1651.58
20.04 2037.99 685.81
25.78 2037.83 583.31
112.02 2031.66 432.45
112.70 2031.07 490.80
52.88 2035.68 1255.07
78.05 2033.97 665.33
58.82 2036.06 1659.80
69.37 2035.20 686.80
49.40 2036.37 842.18
50.25 2036.03 907.68
109.27 2032.00 561.70
109.47 2026.96 1926.72
50.83 2036.43 1028.51
51.47 2036.09 1059.30
52.39 2035.15 1080.51
54.21 2033.60 1071.14
47.59 2035.51 653.41
66.67 2032.19 1043.05
50.34 2035.15 825.47
51.60 2035.48 995.59
119.40 2032.34 366.95
123.60 2032.10 427.55
7.98 2037.14 1283.33
15.44 2038.36 482.58
13.28 2038.03 457.25
13.46 2036.98 1156.39
69.56 2033.95 766.77
86.98 2033.69 333.38
92.62 2029.68 920.22
110.05 2031.38 577.92
103.97 2030.75 883.78
105.75 2032.22 522.12
18.65 2037.80 802.57
23.91 2037.57 811.68
80.54 2032.53 807.39
62.88 2035.47 1408.82
19.89 2038.68 399.04
19.57 2036.51 1289.38
