x z velocity
86.87 2044.68 1924.56
86.19 2041.31 1992.66
82.39 2045.16 1970.63
72.67 2038.89 2115.53
79.34 2048.06 1987.06
72.96 2046.07 2224.13
89.59 2036.96 2013.55
84.60 2047.59 1894.93
85.46 2052.56 1321.18
80.41 2049.45 1974.44
81.27 2048.11 1940.26
88.11 2042.44 1960.07
82.26 2047.44 1923.53
81.79 2046.26 1976.64
83.94 2045.06 1961.92
79.43 2044.54 2036.85
88.64 2051.43 1576.95
84.94 2046.20 1914.13
85.56 2049.91 1823.25
83.51 2042.47 2001.39
87.37 2046.96 1870.33
88.66 2046.67 1863.96
86.56 2050.71 1755.78
78.34 2047.43 2018.33
87.05 2048.22 1835.74
82.15 2042.74 2008.53
92.81 2048.47 1801.47
89.58 2047.64 1833.35
85.76 2048.58 1853.04
92.54 2050.42 1696.91
89.26 2048.91 1771.36
90.24 2049.88 1720.52
86.53 2052.06 1351.51
91.37 2049.60 1718.71
93.43 2053.93 1109.59
87.75 2050.36 1721.97
89.91 2051.24 1560.65
91.01 2052.20 1459.87
89.67 2055.56 728.98
89.70 2054.21 1043.65
88.36 2056.02 685.68
70.64 2050.00 2113.42
69.33 2047.62 2197.42
67.44 2046.96 2147.99
71.32 2046.12 2238.79
66.75 2042.30 2194.15
86.41 2045.92 1906.92
70.41 2045.16 2278.62
68.23 2044.51 2297.74
89.64 2039.39 2001.53
80.49 2046.38 1982.48
81.78 2040.09 2030.05
70.05 2042.11 2176.23
80.04 2042.60 2038.82
83.68 2039.22 2020.85
81.21 2041.99 2026.40
80.24 2043.78 2023.83
75.07 2041.48 2107.76
68.94 2045.57 2294.33
66.40 2046.46 2118.32
65.47 2047.34 2025.02
66.34 2043.32 2350.22
67.05 2044.42 2302.25
66.16 2045.38 2190.95
71.56 2039.32 2121.85
71.03 2043.12 2165.10
72.93 2037.67 2104.46
75.40 2044.96 2108.82
78.47 2046.28 2017.00
81.63 2043.98 2018.08
72.53 2041.31 2134.23
73.87 2040.69 2124.05
71.42 2040.54 2147.86
81.24 2038.98 2051.11
7.45 2059.21 1031.84
92.40 2054.48 1067.41
10.04 2059.49 989.60
44.04 2052.73 1267.96
48.66 2054.37 1125.16
46.18 2051.95 1468.56
46.54 2053.29 1295.81
45.91 2055.24 891.67
45.83 2054.12 1108.96
44.88 2051.61 1516.42
48.28 2051.87 1326.99
45.86 2049.22 1885.95
46.13 2047.99 1900.74
44.66 2050.04 1714.69
47.13 2049.93 1864.78
41.93 2050.35 1776.97
43.10 2047.76 2404.89
31.34 2057.44 722.60
50.04 2050.16 1833.44
61.41 2049.62 2020.80
47.45 2047.86 1893.09
41.84 2051.91 1372.31
40.61 2047.47 2436.23
44.33 2046.54 2183.04
49.32 2046.57 1937.47
39.92 2053.81 1234.94
40.52 2049.91 1769.93
49.92 2047.87 1850.91
59.58 2045.33 1874.81
47.22 2041.04 2327.76
51.46 2049.58 1869.79
36.25 2055.62 797.17
40.02 2048.77 1959.52
45.60 2046.73 2130.23
39.84 2045.19 2085.80
37.57 2049.88 2089.75
38.25 2047.23 2355.94
27.87 2054.03 1365.87
51.30 2048.13 1854.25
45.21 2040.38 2284.98
48.00 2046.61 1951.16
49.63 2051.49 1340.99
63.28 2048.20 1921.94
47.23 2051.10 1401.14
47.00 2044.15 2186.15
45.61 2043.08 2121.67
44.09 2043.66 2125.86
59.00 2037.75 2161.55
42.15 2045.54 2210.68
46.32 2038.02 2244.45
65.00 2037.63 2151.22
64.91 2043.59 2365.73
45.88 2057.45 784.44
44.95 2059.81 476.75
41.75 2056.95 852.83
43.68 2057.31 905.20
14.14 2044.57 2198.23
0.98 2054.49 1406.19
3.08 2052.75 1604.97
4.08 2043.81 2097.92
3.11 2051.30 1778.70
8.70 2051.90 1662.31
1.17 2051.09 1785.31
2.18 2050.67 1785.71
2.95 2047.10 1982.47
11.95 2048.30 2047.21
11.14 2039.11 2240.77
10.94 2050.09 1882.35
12.81 2044.88 2186.17
12.57 2051.40 1748.36
2.39 2049.48 1841.15
9.89 2048.26 2006.68
0.75 2045.83 2027.13
19.22 2043.79 2338.08
16.42 2039.07 2299.52
35.63 2058.23 658.08
33.46 2057.96 691.21
18.57 2059.83 872.38
20.13 2058.30 1044.62
21.53 2056.56 1293.17
22.80 2057.62 1308.44
18.09 2051.05 1822.67
19.87 2049.46 2067.05
28.55 2049.82 2073.27
36.44 2043.71 2284.39
81.30 2059.80 389.31
79.17 2059.55 472.30
15.93 2053.02 1429.72
14.28 2052.58 1589.17
41.49 2043.28 2265.48
14.31 2049.57 1875.08
18.27 2057.47 1130.45
16.64 2055.82 1165.84
76.13 2056.95 811.91
78.17 2056.37 775.25
92.31 2040.38 1967.49
88.14 2044.54 1920.58
86.63 2042.44 1961.77
85.86 2038.91 2012.88
90.12 2043.66 1932.01
83.06 2037.93 2040.76
88.44 2041.29 1979.12
87.28 2040.59 1986.82
90.85 2037.53 2009.73
91.04 2042.75 1933.54
88.23 2037.59 2017.07
87.17 2039.47 2008.87
88.33 2038.82 2005.49
93.30 2037.97 2004.06
93.34 2041.27 1958.51
90.80 2038.73 2000.33
89.64 2040.74 1975.91
92.32 2036.93 2008.32
92.28 2039.17 1998.52
93.18 2044.22 1904.01
90.83 2041.30 1969.32
92.52 2042.88 1931.71
90.23 2045.04 1888.69
92.53 2045.76 1869.41
93.43 2052.51 1389.97
93.45 2049.77 1718.03
91.63 2048.39 1801.09
90.89 2053.60 1081.65
92.51 2051.67 1451.13
67.30 2048.35 2099.57
64.08 2047.11 1999.76
54.14 2045.73 1971.57
58.26 2043.46 2127.31
62.21 2045.20 2011.68
69.07 2040.15 2164.84
51.72 2045.81 1957.02
64.80 2044.84 2158.77
64.01 2049.34 2132.07
63.64 2045.69 2057.04
61.52 2051.70 1903.71
61.83 2048.35 1913.14
63.98 2042.63 2357.99
62.67 2042.78 2364.36
65.49 2049.48 2153.72
64.26 2051.32 1879.51
54.73 2050.67 1686.35
48.59 2037.00 2220.82
66.74 2040.20 2176.34
69.01 2043.64 2240.03
67.98 2040.65 2171.48
62.27 2052.84 1473.57
60.19 2050.03 2014.50
59.96 2054.55 1259.22
60.22 2051.40 1892.62
57.88 2051.26 1699.63
59.05 2049.30 2033.09
55.33 2045.33 1960.34
60.90 2046.05 1890.52
70.21 2041.00 2155.11
68.88 2042.59 2185.57
70.54 2038.64 2128.91
72.30 2042.79 2151.38
79.66 2040.67 2043.73
76.28 2037.51 2083.11
79.76 2037.67 2062.12
71.88 2036.96 2114.09
76.93 2039.60 2075.30
76.58 2040.96 2096.97
73.86 2039.49 2109.49
75.01 2036.87 2090.18
58.47 2045.89 1894.28
70.59 2037.50 2119.98
61.91 2043.87 2225.12
79.10 2041.78 2059.67
81.04 2040.95 2040.76
77.78 2042.05 2069.46
75.92 2038.71 2091.00
77.28 2043.41 2081.97
75.89 2043.66 2090.05
74.71 2038.77 2093.92
78.24 2039.15 2069.40
74.10 2037.57 2101.79
77.65 2037.00 2077.96
78.60 2037.75 2064.82
60.78 2047.43 1896.68
60.58 2043.46 2214.31
59.21 2047.97 1891.37
58.23 2047.15 1891.76
60.54 2042.32 2349.48
60.73 2040.23 2180.90
56.07 2048.29 1965.24
56.80 2047.23 1891.77
59.56 2044.08 2147.50
61.75 2041.83 2332.20
52.14 2047.21 1897.24
53.63 2047.22 1902.77
57.44 2045.34 1919.00
58.30 2042.22 2334.86
53.93 2040.04 2155.24
59.56 2041.70 2329.03
56.46 2039.38 2164.26
58.74 2039.82 2173.29
59.68 2040.66 2179.03
66.05 2036.94 2146.46
80.77 2036.92 2053.30
79.33 2039.68 2062.92
81.81 2037.81 2043.89
80.17 2038.84 2053.74
83.98 2037.04 2030.22
83.87 2041.27 2005.00
50.28 2045.44 1962.47
55.88 2043.97 2020.34
50.03 2043.82 2222.97
55.25 2042.79 2196.87
52.89 2044.91 1996.08
53.79 2042.64 2193.62
61.61 2038.65 2184.10
50.75 2040.50 2244.37
62.74 2040.21 2185.81
64.60 2041.28 2199.30
62.62 2039.10 2185.55
61.81 2040.78 2182.29
57.33 2041.45 2299.69
56.00 2041.59 2294.35
57.47 2037.15 2162.21
61.61 2037.54 2153.94
60.65 2039.20 2181.91
57.64 2040.09 2169.93
59.36 2038.88 2180.25
60.29 2036.96 2154.85
63.01 2036.94 2151.74
63.52 2038.68 2183.43
63.92 2037.62 2152.10
63.94 2040.33 2186.73
65.23 2038.86 2178.87
64.39 2039.33 2184.86
67.12 2037.91 2142.47
69.22 2036.90 2124.79
66.37 2039.14 2176.58
52.77 2043.64 2215.06
56.21 2037.98 2167.84
53.11 2041.20 2247.12
67.95 2041.98 2191.60
65.94 2041.24 2197.10
69.26 2039.01 2133.73
68.33 2037.87 2138.65
51.34 2042.93 2213.71
51.59 2041.39 2250.31
49.41 2040.65 2250.98
54.56 2037.20 2169.58
76.09 2047.03 2103.30
77.57 2045.52 2043.37
78.08 2044.37 2041.87
79.62 2045.77 2004.52
73.80 2044.91 2120.83
74.87 2042.82 2114.76
35.52 2052.16 1513.00
38.29 2051.32 1685.63
32.80 2047.39 2230.38
38.46 2048.64 1963.80
35.35 2048.76 2036.82
41.21 2044.67 2088.11
37.60 2052.75 1401.10
36.21 2049.90 2141.03
38.49 2054.11 1263.91
31.29 2051.12 1982.38
31.65 2049.67 1872.59
30.43 2045.24 2310.27
34.13 2046.40 2219.16
37.81 2037.70 2363.69
32.83 2048.96 1863.51
36.99 2046.41 2236.65
35.53 2047.19 2195.32
38.85 2044.26 2166.51
25.09 2054.77 1390.04
27.56 2048.25 2165.88
32.35 2044.52 2306.97
37.32 2044.75 2179.00
45.95 2041.56 2345.18
42.64 2036.99 2300.90
33.97 2049.55 1994.56
30.35 2047.71 2212.33
35.44 2051.06 2006.95
32.29 2055.07 979.62
29.41 2047.03 2216.61
25.37 2049.28 2014.84
34.13 2050.79 2077.74
30.18 2055.59 927.43
30.38 2048.97 1985.92
30.26 2043.96 2387.57
29.22 2052.12 1896.30
27.83 2049.27 2083.39
24.31 2046.50 2327.93
28.60 2041.80 2438.77
23.91 2055.43 1418.97
25.58 2051.49 1769.93
25.15 2053.60 1674.51
28.25 2047.23 2215.46
52.53 2050.18 1924.42
54.42 2048.34 1955.91
56.65 2049.52 2031.40
55.87 2050.61 1717.49
57.91 2049.90 2038.44
56.65 2051.62 1603.01
56.16 2052.80 1473.83
54.07 2051.79 1435.71
57.13 2053.98 1268.22
54.69 2055.54 1203.71
3.55 2046.06 2023.81
15.14 2045.51 2222.98
0.51 2049.69 1819.93
1.62 2047.30 1981.70
3.80 2048.18 1955.50
1.38 2048.64 1842.06
25.25 2057.20 1112.41
24.62 2060.43 610.51
23.97 2056.95 1204.82
20.38 2057.04 1247.18
23.06 2053.49 1513.16
27.33 2055.38 1081.13
21.52 2051.83 1598.86
23.63 2050.84 1761.65
24.01 2052.92 1595.35
27.18 2052.81 1784.01
24.28 2051.71 1760.08
26.08 2052.69 1766.18
22.03 2049.50 2029.72
26.13 2050.42 1998.43
27.84 2050.80 2011.66
29.25 2053.52 1337.48
23.24 2047.44 2339.99
24.17 2049.48 2003.23
22.33 2050.80 1749.33
23.25 2048.71 2047.56
21.94 2053.09 1475.08
19.50 2050.60 1806.89
21.85 2045.63 2312.17
25.63 2046.81 2315.47
21.09 2054.24 1334.40
18.08 2052.43 1461.46
20.22 2051.71 1594.14
19.40 2052.83 1469.45
15.52 2050.56 1948.97
19.81 2047.22 2311.66
18.63 2045.25 2286.11
24.61 2042.82 2401.88
21.43 2043.11 2373.15
26.29 2044.32 2457.03
21.99 2046.91 2356.91
22.81 2044.75 2367.91
21.03 2047.66 2328.12
17.45 2045.64 2275.05
21.06 2048.99 2067.72
19.03 2048.28 2209.99
16.28 2043.41 2254.09
16.83 2047.18 2170.21
19.85 2054.10 1312.55
21.81 2055.28 1356.29
30.08 2057.84 730.67
30.19 2054.22 1251.46
29.59 2059.07 673.89
25.96 2058.31 732.32
31.59 2053.71 1266.08
31.41 2056.11 941.79
32.15 2052.27 1675.58
34.43 2054.11 1054.57
25.97 2055.67 1136.99
28.15 2056.63 839.65
34.32 2052.89 1546.71
33.50 2052.00 1671.38
88.97 2045.50 1893.40
88.74 2043.38 1933.87
90.82 2047.40 1830.05
93.35 2047.27 1832.79
57.25 2044.16 2022.21
56.39 2046.06 1935.21
55.37 2040.28 2156.43
53.37 2038.35 2175.22
49.87 2038.68 2187.91
51.96 2038.09 2179.43
37.74 2055.64 805.29
36.33 2052.98 1399.93
33.55 2055.24 978.97
35.73 2054.32 1068.19
33.82 2044.76 2298.69
27.38 2041.27 2432.87
41.82 2047.04 2426.25
39.57 2046.49 2362.29
39.07 2039.52 2337.62
46.10 2039.38 2250.36
43.90 2037.83 2283.13
43.62 2045.18 2224.60
30.69 2041.05 2460.19
34.61 2042.11 2508.82
29.46 2049.87 2075.88
27.12 2050.25 2011.30
29.98 2051.22 1955.91
28.00 2051.74 1894.07
11.20 2051.29 1736.93
11.98 2049.38 1898.25
10.24 2052.39 1653.49
8.61 2050.26 1859.58
11.06 2046.49 2091.60
17.02 2050.03 1961.26
6.76 2046.29 2050.40
1.61 2044.33 2066.53
15.30 2046.96 2169.34
17.59 2048.39 2189.87
7.83 2048.12 1981.84
10.10 2045.73 2086.04
5.62 2045.72 2045.18
11.64 2043.71 2172.27
14.79 2043.14 2249.42
10.92 2047.71 2028.43
9.88 2049.56 1877.18
6.26 2049.57 1859.84
4.85 2047.74 1960.66
12.81 2040.35 2253.18
13.02 2041.78 2242.15
17.10 2041.15 2300.04
14.25 2047.89 2121.85
12.92 2047.41 2099.84
12.35 2046.22 2097.29
16.42 2044.78 2244.55
18.60 2039.36 2317.46
14.26 2042.02 2247.23
20.70 2040.87 2329.27
19.32 2041.42 2321.47
19.00 2036.96 2312.85
11.87 2042.37 2231.35
16.11 2040.37 2283.97
9.15 2040.14 2219.77
11.69 2040.11 2248.39
18.37 2040.54 2308.21
18.68 2042.74 2287.54
15.52 2037.90 2284.95
17.21 2042.54 2279.87
14.91 2040.72 2276.13
7.78 2044.29 2130.88
20.55 2043.91 2349.99
7.77 2040.31 2217.74
10.32 2036.97 2249.13
3.08 2044.76 2070.41
5.17 2041.72 2174.02
17.63 2038.68 2304.97
22.24 2038.19 2347.30
19.79 2038.80 2324.54
24.96 2044.10 2444.94
21.63 2041.66 2349.78
20.11 2037.57 2324.70
20.76 2045.22 2293.02
19.68 2046.06 2266.50
0.67 2040.98 2173.78
5.45 2044.42 2104.10
2.54 2039.55 2194.99
3.94 2042.55 2164.05
6.41 2042.23 2177.30
7.83 2045.62 2065.97
10.94 2041.36 2222.80
9.21 2037.89 2237.98
13.84 2039.73 2263.35
13.01 2037.22 2264.74
14.15 2038.21 2279.30
16.35 2036.91 2299.95
17.72 2037.51 2305.65
22.98 2041.35 2355.68
24.03 2045.09 2404.27
25.16 2040.51 2384.48
28.43 2043.10 2478.33
22.61 2043.55 2385.01
23.47 2042.61 2395.55
28.16 2037.06 2388.22
26.05 2039.69 2393.91
25.46 2041.86 2417.49
27.84 2045.89 2319.13
34.96 2039.17 2384.43
27.06 2043.28 2474.05
26.58 2042.11 2423.81
29.11 2043.94 2398.20
26.10 2038.16 2376.81
29.40 2041.06 2454.07
23.82 2040.21 2377.60
35.10 2037.75 2384.13
30.90 2037.03 2391.58
27.34 2037.97 2380.76
28.97 2039.70 2410.86
23.57 2038.48 2357.06
29.69 2037.73 2390.32
27.15 2040.19 2399.63
27.94 2039.37 2406.91
21.67 2036.97 2328.05
24.96 2037.26 2366.88
20.94 2039.43 2336.23
6.90 2036.92 2223.30
2.86 2041.78 2164.00
0.86 2043.04 2122.07
1.57 2037.10 2204.22
1.53 2041.99 2161.65
4.69 2040.47 2192.01
0.59 2038.36 2200.72
3.28 2040.49 2190.99
5.37 2039.35 2211.58
6.90 2039.28 2213.95
4.95 2036.92 2221.98
1.26 2039.83 2194.78
4.26 2037.90 2208.84
7.75 2037.83 2234.66
9.00 2043.52 2148.17
9.79 2041.34 2218.71
6.54 2043.66 2123.31
8.88 2042.24 2194.38
7.53 2041.58 2188.69
10.23 2044.29 2158.69
8.93 2046.29 2073.16
2.84 2038.08 2206.35
26.09 2048.09 2166.81
26.69 2045.62 2328.57
48.45 2041.56 2309.43
47.20 2039.85 2237.99
42.90 2042.62 2245.08
48.04 2039.12 2212.91
39.24 2042.97 2345.57
44.07 2040.26 2292.29
45.33 2037.20 2272.39
43.00 2041.26 2337.01
41.75 2040.52 2348.21
40.67 2041.11 2368.18
37.16 2042.17 2481.62
41.50 2038.08 2320.66
43.51 2039.07 2284.24
49.02 2039.41 2203.15
51.20 2036.94 2201.47
51.01 2039.20 2181.94
47.63 2037.82 2238.34
49.85 2037.58 2209.80
34.87 2043.66 2292.72
36.13 2041.28 2491.97
36.32 2039.91 2361.97
39.34 2040.71 2370.76
33.52 2039.86 2398.19
40.20 2038.09 2329.84
32.26 2039.11 2408.10
31.04 2039.66 2412.39
33.36 2041.42 2504.57
36.62 2037.06 2376.87
31.75 2042.06 2509.43
33.74 2037.05 2388.73
37.65 2039.13 2349.31
39.38 2037.00 2356.80
29.89 2038.97 2411.46
32.33 2037.73 2391.57
31.46 2045.60 2301.67
31.44 2043.40 2375.99
29.63 2045.79 2309.53
28.71 2045.16 2320.00
5.82 2048.23 1960.11
4.72 2046.43 2027.10
8.86 2047.59 1998.06
6.82 2047.48 1976.66
11.58 2037.83 2258.34
9.74 2039.17 2238.98
40.51 2042.51 2334.31
38.42 2041.93 2472.64
5.79 2052.25 1639.00
7.38 2054.94 1361.94
62.78 2057.25 775.85
59.90 2058.69 806.22
58.60 2056.75 749.77
60.91 2057.90 817.64
57.24 2056.54 767.92
58.79 2053.56 1301.41
85.56 2037.66 2027.05
85.11 2040.85 1999.42
82.97 2040.22 2026.79
84.90 2039.58 2018.15
42.09 2039.32 2286.35
