x z velocity
48.20 2061.61 475.80
47.28 2060.90 523.86
45.23 2061.09 366.70
17.88 2062.92 689.90
19.15 2062.94 701.67
63.83 2059.75 482.21
69.53 2055.60 1176.92
64.85 2053.46 1419.93
87.46 2054.95 746.70
9.24 2064.54 674.96
9.23 2062.63 742.84
17.01 2061.87 700.37
7.74 2060.99 920.55
53.52 2061.49 354.94
67.40 2059.34 447.89
42.87 2060.82 447.99
51.17 2060.17 589.15
38.71 2059.18 599.00
46.08 2058.76 655.96
43.58 2059.62 493.00
43.09 2058.50 554.57
93.23 2056.70 608.53
90.67 2056.39 728.69
28.27 2059.21 678.52
42.79 2056.42 904.03
49.86 2060.04 649.39
53.60 2060.07 569.48
63.80 2055.48 1202.87
85.40 2056.60 654.63
17.32 2060.36 837.22
11.43 2057.77 1133.84
10.99 2061.66 888.32
0.64 2062.61 585.27
7.58 2049.48 1864.22
5.97 2058.87 1023.62
12.16 2061.26 816.57
88.29 2053.71 1007.59
86.04 2055.07 734.88
21.42 2062.52 584.28
13.01 2050.17 1861.01
8.70 2058.42 998.15
3.57 2060.42 817.43
14.88 2057.23 1124.94
25.14 2061.72 470.02
15.34 2063.62 594.87
15.62 2062.30 701.78
61.54 2060.25 634.35
12.36 2053.67 1569.66
52.44 2057.63 778.17
56.54 2057.83 659.73
39.75 2058.50 580.39
54.86 2059.53 617.65
38.35 2056.89 690.19
39.66 2057.06 723.02
32.24 2058.37 707.91
43.07 2055.26 947.49
40.67 2056.29 795.21
40.83 2059.07 569.58
66.31 2053.06 1400.86
23.02 2054.83 1375.42
44.84 2055.73 874.93
52.29 2059.31 630.51
48.10 2055.96 861.11
66.46 2056.71 698.60
69.50 2057.71 655.19
81.58 2058.42 547.60
8.90 2061.44 938.29
11.06 2055.90 1317.28
22.64 2062.01 586.22
18.84 2058.52 1041.43
11.27 2058.96 1011.92
5.02 2060.45 836.97
1.35 2059.14 889.70
2.80 2059.00 892.55
8.70 2055.66 1472.33
73.91 2058.03 607.15
14.57 2061.44 720.08
12.63 2057.14 1152.36
70.44 2059.06 410.39
66.27 2059.72 445.26
59.34 2060.90 416.76
83.53 2053.95 948.29
83.06 2058.14 538.02
80.40 2056.32 769.66
9.95 2060.73 924.09
12.36 2059.80 929.61
12.34 2055.94 1314.42
25.61 2059.62 639.06
13.71 2057.77 1167.52
66.24 2055.34 1271.28
13.24 2062.08 749.04
15.28 2051.95 1569.28
58.04 2060.95 413.41
57.54 2058.80 708.78
55.22 2058.16 639.55
13.15 2052.48 1615.13
80.49 2057.59 580.54
59.05 2052.03 1781.73
82.74 2055.24 856.87
88.03 2049.20 1781.60
3.54 2057.79 1014.05
14.48 2054.80 1402.68
70.41 2044.05 2232.66
6.05 2055.55 1345.47
67.15 2054.27 1225.38
49.31 2057.26 756.42
53.86 2049.63 1956.72
0.65 2056.84 1159.59
3.06 2056.31 1206.87
17.46 2054.81 1251.08
72.21 2059.37 419.79
16.12 2058.05 1077.41
71.37 2051.10 1854.96
62.25 2050.54 1967.85
66.15 2048.58 2082.97
26.60 2060.53 594.54
72.39 2054.85 1222.86
79.10 2055.76 780.69
29.41 2056.58 857.74
66.74 2051.62 1781.60
18.94 2055.16 1266.31
84.54 2043.62 1967.08
14.73 2060.06 829.37
73.73 2047.54 2167.50
73.30 2052.37 1483.95
81.29 2055.21 860.09
46.89 2045.67 2061.94
72.12 2053.34 1402.23
31.59 2046.83 2228.75
65.66 2050.75 1861.61
42.22 2054.34 1060.09
67.86 2058.44 539.02
91.17 2045.97 1871.53
17.15 2057.23 1121.82
51.28 2054.96 1091.41
47.38 2059.44 628.62
46.72 2056.22 839.71
42.70 2052.87 1260.86
54.72 2052.91 1457.81
50.05 2054.03 1128.81
51.10 2056.60 797.09
51.93 2052.55 1254.09
61.66 2054.16 1251.42
50.55 2052.58 1261.09
52.46 2054.07 1205.74
44.62 2053.90 1098.65
80.40 2054.01 1021.30
69.13 2060.11 345.28
54.10 2057.03 798.45
5.41 2050.64 1798.25
63.87 2052.59 1481.26
62.19 2058.19 813.89
14.93 2053.66 1435.27
10.81 2053.70 1611.95
17.05 2053.35 1408.58
15.24 2055.85 1156.65
68.94 2058.52 547.69
76.70 2054.53 1179.43
81.77 2052.03 1434.35
72.54 2058.13 646.68
79.10 2054.50 1063.41
7.37 2052.91 1638.61
4.06 2050.38 1797.98
0.66 2052.27 1642.44
5.50 2056.49 1249.53
13.60 2059.24 863.46
0.65 2058.17 935.60
43.20 2049.38 1738.86
10.57 2056.99 1155.01
59.72 2056.05 808.15
79.58 2050.80 1853.00
68.74 2054.27 1230.14
74.76 2052.64 1476.77
61.94 2056.33 819.39
40.87 2054.84 1082.55
44.13 2054.96 940.28
13.04 2054.92 1407.14
47.81 2053.29 1297.94
44.67 2056.91 863.62
41.82 2058.29 541.19
35.44 2056.78 739.99
39.68 2051.22 1657.90
23.25 2060.45 620.37
34.04 2056.61 750.35
67.64 2057.25 696.99
63.40 2050.41 1979.07
75.25 2054.08 1191.66
48.57 2043.16 2199.83
40.42 2052.36 1427.37
48.01 2048.99 1774.49
77.90 2053.74 1137.17
64.77 2054.79 1252.93
53.88 2054.24 1230.12
65.09 2059.01 473.99
74.67 2056.83 812.89
49.17 2049.05 1766.47
9.08 2057.11 1157.29
76.91 2058.07 719.63
78.05 2052.38 1525.36
19.25 2056.42 1215.60
52.70 2051.60 1411.30
62.53 2059.26 587.59
71.23 2055.89 1227.48
78.17 2057.65 705.20
70.89 2052.51 1463.45
80.57 2052.77 1488.36
1.63 2055.87 1207.09
5.26 2057.63 1019.27
4.65 2054.71 1350.30
4.11 2055.64 1239.65
1.64 2053.31 1594.50
19.92 2060.55 904.16
4.40 2053.44 1602.15
68.99 2049.97 2112.07
3.49 2049.22 1844.49
78.81 2049.90 2022.39
68.85 2056.78 700.36
77.07 2051.36 1679.40
27.49 2058.04 715.56
77.26 2047.84 2052.23
77.66 2049.98 2044.73
74.06 2055.33 1231.21
84.18 2051.70 1368.89
83.18 2049.55 1911.19
69.45 2052.78 1475.61
72.78 2051.10 1847.31
68.29 2051.34 1767.23
68.42 2048.76 2122.29
75.07 2047.77 2147.41
75.64 2051.43 1689.32
79.41 2051.90 1543.29
81.52 2050.77 1808.88
82.08 2049.84 1935.23
84.25 2050.40 1835.65
79.45 2049.07 1981.70
76.28 2045.85 2052.80
85.13 2053.90 933.13
83.01 2052.52 1380.81
81.24 2049.03 1958.65
80.49 2050.42 1843.11
76.91 2049.01 2078.22
86.00 2043.51 1961.81
70.64 2047.55 2207.76
80.34 2047.52 1962.60
74.90 2050.10 2083.58
75.58 2049.05 2085.17
73.50 2050.03 2090.85
72.83 2048.76 2191.83
83.34 2048.07 1906.44
86.77 2036.99 2020.83
71.38 2048.72 2191.30
68.54 2046.60 2170.24
73.44 2043.51 2127.63
